id,title,genre
1491,Gentleman's Agreement (1947),Drama
1492,Hamlet (1948),Drama
1493,All the King's Men (1949),Drama
1494,"Greatest Show on Earth, The (1952)",Drama
1495,From Here to Eternity (1953),Drama|Romance|War
1496,On the Waterfront (1954),Crime|Drama
1497,Marty (1955),Drama|Romance
1498,West Side Story (1961),Drama|Musical|Romance
1499,Tom Jones (1963),Adventure|Comedy|Romance
1500,"Man for All Seasons, A (1966)",Drama
1501,In the Heat of the Night (1967),Drama|Mystery
1502,Oliver! (1968),Drama|Musical
1503,Midnight Cowboy (1969),Drama
1504,"French Connection, The (1971)",Action|Crime|Thriller
1505,Rocky (1976),Drama
1506,Kramer vs. Kramer (1979),Drama
1507,Ordinary People (1980),Drama
1508,Chariots of Fire (1981),Drama
1509,Terms of Endearment (1983),Comedy|Drama
1510,Out of Africa (1985),Drama|Romance
1511,"Last Emperor, The (1987)",Drama
1512,Rain Man (1988),Drama
1513,Driving Miss Daisy (1989),Drama
1514,Take the Money and Run (1969),Comedy|Crime
1515,Klute (1971),Drama|Mystery
1516,Repo Man (1984),Comedy|Sci-Fi
1517,Metropolitan (1990),Comedy
1518,Labyrinth (1986),Adventure|Fantasy|Musical
1519,"Breakfast Club, The (1985)",Comedy|Drama
1520,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1521,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1522,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1523,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1524,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1525,Friday the 13th (1980),Horror|Mystery|Thriller
1526,Friday the 13th Part 2 (1981),Horror
1527,Friday the 13th Part 3: 3D (1982),Horror
1528,Friday the 13th Part IV: The Final Chapter (1984),Horror
1529,Friday the 13th Part V: A New Beginning (1985),Horror
1530,Friday the 13th Part VI: Jason Lives (1986),Horror
1531,Friday the 13th Part VII: The New Blood (1988),Horror
1532,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1533,Halloween (1978),Horror
1534,Halloween II (1981),Horror
1535,Halloween III: Season of the Witch (1982),Horror
1536,Halloween 4: The Return of Michael Myers (1988),Horror
1537,Halloween 5: The Revenge of Michael Myers (1989),Horror
1538,Prom Night (1980),Horror
1539,Hello Mary Lou: Prom Night II (1987),Horror
1540,Prom Night III: The Last Kiss (1989),Horror
1541,Prom Night IV: Deliver Us From Evil (1992),Horror
1542,Child's Play (1988),Horror|Thriller
1543,Child's Play 2 (1990),Horror|Thriller
1544,Child's Play 3 (1991),Comedy|Horror|Thriller
1545,Poltergeist (1982),Horror|Thriller
1546,Poltergeist II: The Other Side (1986),Horror|Thriller
1547,Poltergeist III (1988),Horror|Thriller
1548,"Exorcist, The (1973)",Horror|Mystery
1549,Exorcist II: The Heretic (1977),Horror
1550,"Exorcist III, The (1990)",Horror
1551,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1552,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1553,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1554,Gremlins (1984),Comedy|Horror
1555,Gremlins 2: The New Batch (1990),Comedy|Horror
1556,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1557,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1558,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1559,Metropolis (1927),Drama|Sci-Fi
1560,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1561,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1562,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1563,Freaky Friday (1977),Children|Comedy|Fantasy
1564,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1565,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
1566,Babes in Toyland (1961),Children|Fantasy|Musical
1567,Bambi (1942),Animation|Children|Drama
1568,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1569,Dangerous Liaisons (1988),Drama|Romance
1570,Dune (1984),Adventure|Sci-Fi
1571,"Last Temptation of Christ, The (1988)",Drama
1572,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1573,"Rapture, The (1991)",Drama|Mystery
1574,Lolita (1997),Drama|Romance
1575,Disturbing Behavior (1998),Horror|Thriller
1576,Jane Austen's Mafia! (1998),Comedy|Crime
1577,Saving Private Ryan (1998),Action|Drama|War
1578,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1579,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy
1580,"Barefoot Executive, The (1971)",Children|Comedy
1581,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1582,"Black Hole, The (1979)",Children|Sci-Fi
1583,Blackbeard's Ghost (1968),Children|Comedy
1584,Blank Check (1994),Children|Comedy
1585,Candleshoe (1977),Adventure|Children|Comedy
1586,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1587,Cheetah (1989),Adventure|Children
1588,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
1589,Condorman (1981),Action|Adventure|Children|Comedy
1590,D2: The Mighty Ducks (1994),Children|Comedy
1591,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
1592,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
1593,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
1594,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1595,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical
1596,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1597,"Happiest Millionaire, The (1967)",Comedy|Musical
1598,Herbie Goes Bananas (1980),Adventure|Children|Comedy
1599,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
1600,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1601,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1602,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1603,Hot Lead and Cold Feet (1978),Action|Comedy|Western
1604,In Search of the Castaways (1962),Adventure|Children
1605,"Incredible Journey, The (1963)",Adventure|Children
1606,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1607,"Parent Trap, The (1998)",Children|Comedy|Romance
1608,BASEketball (1998),Comedy
1609,Full Tilt Boogie (1997),Documentary
1610,"Governess, The (1998)",Drama|Romance
1611,Roger & Me (1989),Documentary
1612,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1613,Out of the Past (1947),Film-Noir
1614,Doctor Zhivago (1965),Drama|Romance|War
1615,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1616,"Trip to Bountiful, The (1985)",Drama
1617,Tender Mercies (1983),Drama|Romance|Western
1618,And the Band Played On (1993),Drama
1619,"'burbs, The (1989)",Comedy
1620,Fandango (1985),Comedy
1621,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
1622,Mephisto (1981),Drama|War
1623,Blue Velvet (1986),Drama|Mystery|Thriller
1624,"Journey of Natty Gann, The (1985)",Adventure|Children
1625,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1626,Kidnapped (1960),Adventure|Children|Drama
1627,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1628,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1629,"Mighty Ducks, The (1992)",Children|Comedy
1630,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1631,Newsies (1992),Children|Musical
1632,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1633,Peter Pan (1953),Animation|Children|Fantasy|Musical
1634,Popeye (1980),Adventure|Comedy|Musical
1635,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
1636,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
1637,Return from Witch Mountain (1978),Children|Sci-Fi
1638,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
1639,Return to Oz (1985),Adventure|Children|Fantasy
1640,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1641,"Shaggy D.A., The (1976)",Children|Comedy
1642,Sleeping Beauty (1959),Animation|Children|Musical
1643,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
1644,Son of Flubber (1963),Children|Comedy
1645,Song of the South (1946),Adventure|Animation|Children|Musical
1646,Splash (1984),Comedy|Fantasy|Romance
1647,Steamboat Willie (1928),Animation|Children|Comedy|Musical
1648,Tex (1982),Drama
1649,Tron (1982),Action|Adventure|Sci-Fi
1650,Swing Kids (1993),Drama|War
1651,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
1652,L.A. Story (1991),Comedy|Romance
1653,"Jerk, The (1979)",Comedy
1654,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1655,"Man with Two Brains, The (1983)",Comedy
1656,Grand Canyon (1991),Crime|Drama
1657,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller
1658,"Outsiders, The (1983)",Drama
1659,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1660,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1661,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1662,"Dead Zone, The (1983)",Thriller
1663,Maximum Overdrive (1986),Horror
1664,Needful Things (1993),Drama|Horror
1665,Cujo (1983),Horror|Thriller
1666,Children of the Corn (1984),Horror|Thriller
1667,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
1668,"Addams Family, The (1991)",Children|Comedy|Fantasy
1669,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1670,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1671,"Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)",Documentary
1672,Atlantic City (1980),Crime|Drama|Romance
1673,Autumn Sonata (Höstsonaten) (1978),Drama
1674,Who's Afraid of Virginia Woolf? (1966),Drama
1675,Adventures in Babysitting (1987),Adventure|Comedy
1676,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1677,Doctor Dolittle (1967),Adventure|Children|Musical
1678,"Nutty Professor, The (1963)",Comedy|Sci-Fi
1679,Charlotte's Web (1973),Animation|Children
1680,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1681,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1682,"Dark Crystal, The (1982)",Adventure|Fantasy
1683,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1684,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
1685,Legend (1985),Adventure|Fantasy|Romance
1686,Sixteen Candles (1984),Comedy|Romance
1687,Pretty in Pink (1986),Comedy|Drama|Romance
1688,St. Elmo's Fire (1985),Drama|Romance
1689,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
1690,House (1986),Comedy|Fantasy|Horror
1691,House II: The Second Story (1987),Comedy|Fantasy|Horror
1692,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
1693,"Gods Must Be Crazy II, The (1989)",Comedy
1694,Air Bud: Golden Receiver (1998),Children|Comedy
1695,"Avengers, The (1998)",Action|Adventure
1696,How Stella Got Her Groove Back (1998),Drama|Romance
1697,"Slums of Beverly Hills, The (1998)",Comedy|Drama
1698,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)",Romance
1699,"Henry: Portrait of a Serial Killer, Part 2 (1998)",Crime|Horror
1700,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
1701,Rosemary's Baby (1968),Drama|Horror|Thriller
1702,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
1703,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
1704,Attack of the Killer Tomatoes! (1978),Comedy|Horror
1705,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
1706,Your Friends and Neighbors (1998),Comedy|Drama
1707,Return to Paradise (1998),Crime|Drama|Romance|Thriller
1708,Blade (1998),Action|Horror|Thriller
1709,Dance with Me (1998),Drama|Romance
1710,Dead Man on Campus (1998),Comedy
1711,Wrongfully Accused (1998),Action|Comedy
1712,Next Stop Wonderland (1998),Comedy|Drama|Romance
1713,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
1714,Beetlejuice (1988),Comedy|Fantasy
1715,Déjà Vu (1997),Drama|Romance
1716,Rope (1948),Crime|Drama|Thriller
1717,Family Plot (1976),Comedy|Thriller
1718,Frenzy (1972),Thriller
1719,Topaz (1969),Thriller
1720,Torn Curtain (1966),Thriller
1721,Marnie (1964),Drama|Mystery|Romance|Thriller
1722,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
1723,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
1724,"Trouble with Harry, The (1955)",Comedy|Mystery
1725,I Confess (1953),Thriller
1726,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
1727,Stage Fright (1950),Mystery|Romance|Thriller
1728,54 (1998),Drama
1729,Why Do Fools Fall In Love? (1998),Drama
1730,"Merry War, A (1997)",Comedy
1731,Willow (1988),Action|Adventure|Fantasy
1732,"Untouchables, The (1987)",Action|Crime|Drama
1733,Dirty Work (1998),Comedy
1734,Knock Off (1998),Action
1735,"Paradine Case, The (1947)",Drama
1736,Lifeboat (1944),Drama|War
1737,Shadow of a Doubt (1943),Crime|Drama|Thriller
1738,Saboteur (1942),Mystery|Thriller
1739,Suspicion (1941),Film-Noir|Mystery|Thriller
1740,Jamaica Inn (1939),Drama
1741,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
1742,Young and Innocent (1937),Crime|Thriller
1743,Sabotage (1936),Thriller
1744,Secret Agent (1936),Thriller
1745,"Man Who Knew Too Much, The (1934)",Drama|Thriller
1746,Juno and the Paycock (1930),Drama
1747,Blackmail (1929),Drama|Thriller
1748,Rounders (1998),Drama
1749,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
1750,Simon Birch (1998),Drama
1751,Without Limits (1998),Drama
1752,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
1753,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
1754,My Bodyguard (1980),Drama
1755,Class (1983),Comedy
1756,Broadcast News (1987),Comedy|Drama|Romance
1757,Working Girl (1988),Comedy|Drama|Romance
1758,Married to the Mob (1988),Comedy
1759,Say Anything... (1989),Comedy|Drama|Romance
1760,My Blue Heaven (1990),Comedy
1761,Men Don't Leave (1990),Drama
1762,Hero (1992),Comedy|Drama
1763,Toys (1992),Comedy|Fantasy
1764,Young Doctors in Love (1982),Comedy
1765,Parasite (1982),Horror|Sci-Fi
1766,No Small Affair (1984),Comedy|Romance
1767,Blame It on Rio (1984),Comedy|Romance
1768,Wisdom (1986),Crime|Drama
1769,One Crazy Summer (1986),Comedy
1770,About Last Night... (1986),Comedy|Drama|Romance
1771,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
1772,We're No Angels (1989),Comedy|Crime
1773,Nothing But Trouble (1991),Adventure|Comedy
1774,"Butcher's Wife, The (1991)",Comedy|Romance
1775,Mortal Thoughts (1991),Mystery|Thriller
1776,"Few Good Men, A (1992)",Crime|Drama|Thriller
1777,Indecent Proposal (1993),Drama|Romance
1778,Permanent Midnight (1998),Drama
1779,One True Thing (1998),Drama
1780,Rush Hour (1998),Action|Comedy|Crime|Thriller
1781,Six-String Samurai (1998),Action|Adventure|Sci-Fi
1782,"Soldier's Daughter Never Cries, A (1998)",Drama
1783,Ronin (1998),Action|Crime|Thriller
1784,Urban Legend (1998),Horror|Thriller
1785,Clay Pigeons (1998),Crime
1786,Pecker (1998),Comedy|Drama
1787,"Sheltering Sky, The (1990)",Drama
1788,Bandit Queen (1994),Drama
1789,If.... (1968),Drama
1790,Them! (1954),Horror|Sci-Fi|Thriller
1791,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1792,"Player, The (1992)",Comedy|Crime|Drama
1793,Stardust Memories (1980),Comedy|Drama
1794,Edward Scissorhands (1990),Drama|Fantasy|Romance
1795,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
1796,"Impostors, The (1998)",Comedy
1797,"Night at the Roxbury, A (1998)",Comedy
1798,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
1799,Strangeland (1998),Thriller
1800,"Producers, The (1968)",Comedy
1801,History of the World: Part I (1981),Comedy|Musical
1802,My Cousin Vinny (1992),Comedy
1803,Nashville (1975),Drama|Musical
1804,Holy Man (1998),Comedy
1805,One Tough Cop (1998),Action|Crime
1806,Detroit 9000 (1973),Action|Crime
1807,"Mighty, The (1998)",Drama
1808,2010: The Year We Make Contact (1984),Sci-Fi
1809,Children of a Lesser God (1986),Drama
1810,"Elephant Man, The (1980)",Drama
1811,Beloved (1998),Drama
1812,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
1813,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
1814,Happiness (1998),Comedy|Drama
1815,Apt Pupil (1998),Drama|Thriller
1816,Pleasantville (1998),Comedy|Drama|Fantasy
1817,Soldier (1998),Action|Sci-Fi|War
1818,"Cruise, The (1998)",Documentary
1819,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1820,Orgazmo (1997),Comedy
1821,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
1822,Vampires (1998),Horror|Western
1823,American History X (1998),Crime|Drama
1824,Hands on a Hard Body (1996),Comedy|Documentary
1825,Living Out Loud (1998),Comedy|Drama|Romance
1826,Gods and Monsters (1998),Drama
1827,"Siege, The (1998)",Action|Thriller
1828,"Waterboy, The (1998)",Comedy
1829,Elizabeth (1998),Drama
1830,Velvet Goldmine (1998),Drama
1831,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1832,I'll Be Home For Christmas (1998),Comedy|Romance
1833,Meet Joe Black (1998),Romance
1834,Dancing at Lughnasa (1998),Drama
1835,Hard Core Logo (1996),Comedy|Drama
1836,Runaway Train (1985),Action|Adventure|Drama|Thriller
1837,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
1838,"Pope of Greenwich Village, The (1984)",Drama
1839,Sid and Nancy (1986),Drama
1840,Mona Lisa (1986),Comedy|Thriller
1841,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
1842,"Big Chill, The (1983)",Comedy|Drama
1843,Enemy of the State (1998),Action|Thriller
1844,"Rugrats Movie, The (1998)",Animation|Children|Comedy
1845,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
1846,Celebrity (1998),Comedy
1847,Central Station (Central do Brasil) (1998),Drama
1848,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
1849,"Celebration, The (Festen) (1998)",Drama
1850,Pink Flamingos (1972),Comedy
1851,Glen or Glenda (1953),Drama
1852,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
1853,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
1854,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
1855,King Kong (1933),Action|Adventure|Fantasy|Horror
1856,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
1857,King Kong Lives (1986),Adventure|Sci-Fi
1858,Desperately Seeking Susan (1985),Comedy|Drama|Romance
1859,"Emerald Forest, The (1985)",Action|Adventure|Drama
1860,Fletch (1985),Comedy|Crime|Mystery
1861,Fletch Lives (1989),Comedy
1862,Red Sonja (1985),Action|Adventure|Fantasy
1863,Gung Ho (1986),Comedy|Drama
1864,"Money Pit, The (1986)",Comedy
1865,"View to a Kill, A (1985)",Action|Adventure|Thriller
1866,Lifeforce (1985),Horror|Sci-Fi
1867,Police Academy (1984),Comedy|Crime
1868,Police Academy 2: Their First Assignment (1985),Comedy|Crime
1869,Police Academy 3: Back in Training (1986),Comedy|Crime
1870,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
1871,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
1872,Police Academy 6: City Under Siege (1989),Comedy|Crime
1873,Babe: Pig in the City (1998),Adventure|Children|Drama
1874,Home Fries (1998),Comedy|Romance
1875,Jerry Springer: Ringmaster (1998),Comedy|Drama
1876,Very Bad Things (1998),Comedy|Crime
1877,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
1878,Psycho (1998),Crime|Horror|Thriller
1879,Little Voice (1998),Comedy
1880,"Simple Plan, A (1998)",Crime|Drama|Thriller
1881,Jack Frost (1998),Children|Comedy|Drama
1882,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
1883,"Prince of Egypt, The (1998)",Animation|Musical
1884,Rushmore (1998),Comedy|Drama
1885,Shakespeare in Love (1998),Comedy|Drama|Romance
1886,Mass Appeal (1984),Drama
1887,Miracle on 34th Street (1947),Comedy|Drama
1888,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
1889,Prancer (1989),Children|Drama|Fantasy
1890,Pale Rider (1985),Western
1891,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
1892,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
1893,Rambo III (1988),Action|Adventure|Thriller|War
1894,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
1895,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1896,Cocoon (1985),Comedy|Sci-Fi
1897,Cocoon: The Return (1988),Comedy|Sci-Fi
1898,Rocky II (1979),Action|Drama
1899,Rocky III (1982),Action|Drama
1900,Rocky IV (1985),Action|Drama
1901,Rocky V (1990),Action|Drama
1902,Clue (1985),Comedy|Crime|Mystery|Thriller
1903,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
1904,Back to School (1986),Comedy
1905,Heartburn (1986),Comedy|Drama
1906,Nothing in Common (1986),Comedy
1907,Extremities (1986),Drama|Thriller
1908,"Karate Kid, The (1984)",Drama
1909,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1910,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
1911,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
1912,You've Got Mail (1998),Comedy|Romance
1913,"General, The (1998)",Crime
1914,"Thin Red Line, The (1998)",Action|Drama|War
1915,"Faculty, The (1998)",Horror|Sci-Fi
1916,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
1917,Mighty Joe Young (1949),Adventure|Children|Drama
1918,Patch Adams (1998),Comedy|Drama
1919,Stepmom (1998),Drama
1920,"Civil Action, A (1998)",Drama
1921,Down in the Delta (1998),Drama
1922,Hurlyburly (1998),Drama
1923,Tea with Mussolini (1999),Comedy|Drama|War
1924,Wilde (1997),Drama
1925,Affliction (1997),Drama
1926,Another Day in Paradise (1998),Drama
1927,Hilary and Jackie (1998),Drama
1928,Playing by Heart (1998),Drama|Romance
1929,At First Sight (1999),Drama
1930,In Dreams (1999),Horror|Thriller
1931,Varsity Blues (1999),Comedy|Drama
1932,Virus (1999),Horror|Sci-Fi
1933,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
1934,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
1935,"Gate, The (1987)",Horror
1936,"Gate II: Trespassers, The (1990)",Horror
1937,"Boy Who Could Fly, The (1986)",Drama|Fantasy
1938,"Fly, The (1958)",Horror|Mystery|Sci-Fi
1939,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
1940,"Fly II, The (1989)",Horror|Sci-Fi
1941,Running Scared (1986),Action|Comedy
1942,Armed and Dangerous (1986),Comedy|Crime
1943,"Texas Chainsaw Massacre, The (1974)",Horror
1944,"Texas Chainsaw Massacre 2, The (1986)",Horror
1945,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
1946,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
1947,Ruthless People (1986),Comedy
1948,Trick or Treat (1986),Horror
1949,Deadly Friend (1986),Horror
1950,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
1951,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
1952,Peggy Sue Got Married (1986),Comedy|Drama
1953,Crocodile Dundee (1986),Adventure|Comedy
1954,Crocodile Dundee II (1988),Action|Adventure|Comedy
1955,Tough Guys (1986),Comedy
1956,Soul Man (1986),Comedy
1957,"Color of Money, The (1986)",Drama
1958,52 Pick-Up (1986),Action|Mystery|Thriller
1959,Heartbreak Ridge (1986),Action|War
1960,¡Three Amigos! (1986),Comedy|Western
1961,Gloria (1999),Drama|Thriller
1962,Dry Cleaning (Nettoyage à sec) (1997),Drama
1963,My Name Is Joe (1998),Drama|Romance
1964,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
1965,She's All That (1999),Comedy|Romance
1966,Peeping Tom (1960),Drama|Horror|Thriller
1967,Payback (1999),Action|Thriller
1968,Simply Irresistible (1999),Comedy|Romance
1969,20 Dates (1998),Comedy|Romance
1970,"Harmonists, The (1997)",Drama
1971,"Last Days, The (1998)",Documentary
1972,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
1973,Blast from the Past (1999),Comedy|Romance
1974,Message in a Bottle (1999),Romance
1975,My Favorite Martian (1999),Comedy|Sci-Fi
1976,God Said 'Ha!' (1998),Comedy
1977,Jawbreaker (1999),Comedy
1978,October Sky (1999),Drama
1979,Office Space (1999),Comedy|Crime
1980,200 Cigarettes (1999),Comedy|Drama
1981,8MM (1999),Drama|Mystery|Thriller
1982,"Other Sister, The (1999)",Comedy|Drama|Romance
1983,Breakfast of Champions (1999),Comedy|Sci-Fi
1984,"Long Goodbye, The (1973)",Crime|Film-Noir
1985,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama
1986,Pet Sematary (1989),Horror
1987,Pet Sematary II (1992),Comedy|Horror
1988,Children of the Corn II: The Final Sacrifice (1993),Horror
1989,Children of the Corn III (1994),Horror
1990,Christine (1983),Horror
1991,Night Shift (1982),Comedy
1992,House on Haunted Hill (1959),Drama|Horror|Thriller
1993,Airport (1970),Drama
1994,Airport 1975 (1974),Action|Drama|Thriller
1995,Airport '77 (1977),Drama
1996,Rollercoaster (1977),Drama|Thriller
1997,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
1998,Alligator (1980),Action|Horror|Sci-Fi
1999,Meteor (1979),Sci-Fi
2000,Westworld (1973),Action|Sci-Fi|Thriller|Western
2001,Logan's Run (1976),Action|Adventure|Sci-Fi
2002,Planet of the Apes (1968),Action|Drama|Sci-Fi
2003,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2004,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2005,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2006,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2007,Earthquake (1974),Action|Drama|Thriller
2008,"Concorde: Airport '79, The (1979)",Drama
2009,Beyond the Poseidon Adventure (1979),Adventure
2010,Analyze This (1999),Comedy
2011,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2012,Cruel Intentions (1999),Drama
2013,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2014,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance
2015,"Deep End of the Ocean, The (1999)",Drama
2016,"Rage: Carrie 2, The (1999)",Horror
